PRISM Time Series Data,,,,,,,,,,,
Location:  Lat: 43.8300   Lon: -74.6330   Elev: 546m,,,,,,,,,,,
Climate variable: tmean,,,,,,,,,,,
Period: 1985-01-01 - 2016-06-07,,,,,,,,,,,
PRISM day definition: 24 hours ending at 1200 UTC on the day shown,,,,,,,,,,,
Grid Cell Interpolation: Off,,,,,,,,,,,
Time series generated: 2016-Jun-08,,,,,,,,,,,
Date,tmean (degrees C),1,2,3,4,5,6,7,8,9,10
2/5/85,-15.1,-2.89116E-05,1.999991551,3.999995702,5.999997277,7.999998062,8.999998586,9.999998912,9.999999167,9.999999342,9.999999467
2/6/85,-12.3,-2.99651E-05,1.999991253,3.999995554,5.999997185,7.999997998,8.99999854,9.999998876,9.999999139,9.99999932,9.999999449
2/7/85,-16,-3.08232E-05,1.999991003,3.999995428,5.999997106,7.999997941,8.999998498,9.999998844,9.999999115,9.999999301,9.999999434
2/8/85,-18,-3.19395E-05,1.99999069,3.999995273,5.99999701,7.999997874,8.99999845,9.999998807,9.999999087,9.999999278,9.999999415
2/9/85,-18.9,-3.31953E-05,1.999990341,3.999995102,5.999996905,7.999997801,8.999998398,9.999998767,9.999999056,9.999999254,9.999999396
2/10/85,-15.2,-3.45139E-05,1.999989976,3.999994925,5.999996796,7.999997726,8.999998344,9.999998726,9.999999025,9.999999229,9.999999376
2/11/85,-11.7,-3.55744E-05,1.999989676,3.999994776,5.999996704,7.999997662,8.999998297,9.99999869,9.999998997,9.999999208,9.999999358
2/12/85,-6.8,-3.63906E-05,1.999989437,3.999994654,5.999996627,7.999997607,8.999998257,9.999998659,9.999998974,9.999999189,9.999999343
2/13/85,0.6,-3.68651E-05,1.999989284,3.999994571,5.999996571,7.999997565,8.999998226,9.999998635,9.999998955,9.999999175,9.999999331
2/14/85,-2.4,-3.68232E-05,1.999989259,3.999994544,5.999996547,7.999997545,8.99999821,9.999998622,9.999998945,9.999999166,9.999999325
2/15/85,-7.8,-3.69906E-05,1.999989183,3.999994495,5.999996511,7.999997516,8.999998188,9.999998604,9.999998931,9.999999156,9.999999316
2/16/85,-9.2,-3.75348E-05,1.999989012,3.999994403,5.999996451,7.999997472,8.999998155,9.999998579,9.999998912,9.99999914,9.999999304
2/17/85,-9.7,-3.81767E-05,1.999988816,3.999994301,5.999996384,7.999997424,8.99999812,9.999998552,9.999998891,9.999999124,9.99999929
2/18/85,-5.3,-3.88534E-05,1.999988612,3.999994195,5.999996316,7.999997374,8.999998084,9.999998524,9.99999887,9.999999107,9.999999277
2/19/85,-6.3,-3.92232E-05,1.999988485,3.999994122,5.999996267,7.999997337,8.999998056,9.999998502,9.999998853,9.999999094,9.999999266
2/20/85,-8,-3.96627E-05,1.99998834,3.999994043,5.999996213,7.999997297,8.999998026,9.999998479,9.999998835,9.99999908,9.999999255
2/21/85,-7.5,-4.02209E-05,1.999988166,3.99999395,5.999996152,7.999997253,8.999997993,9.999998453,9.999998816,9.999999064,9.999999242
2/22/85,-1.5,-4.07441E-05,1.999988,3.99999386,5.999996093,7.999997209,8.999997961,9.999998428,9.999998797,9.999999049,9.99999923
2/23/85,3.2,-4.08488E-05,1.999987939,3.999993818,5.99999606,7.999997183,8.999997941,9.999998412,9.999998784,9.999999039,9.999999222
2/24/85,4.8,-4.06255E-05,1.99998796,3.999993812,5.999996048,7.999997169,8.99999793,9.999998402,9.999998777,9.999999033,9.999999217
2/25/85,3.4,-4.02906E-05,1.999988009,3.999993818,5.999996043,7.99999716,8.999997922,9.999998395,9.999998771,9.999999029,9.999999213
2/26/85,-1.5,-4.00534E-05,1.999988033,3.999993813,5.999996032,7.999997148,8.999997911,9.999998385,9.999998764,9.999999023,9.999999209
2/27/85,1.2,-4.01581E-05,1.999987972,3.999993771,5.999995999,7.999997121,8.99999789,9.999998369,9.999998751,9.999999013,9.999999201
2/28/85,-9.7,-4.00743E-05,1.999987958,3.999993749,5.999995978,7.999997102,8.999997875,9.999998356,9.999998742,9.999999006,9.999999195
3/1/85,-7.9,-4.07511E-05,1.999987754,3.999993643,5.999995909,7.999997053,8.999997839,9.999998328,9.99999872,9.999998989,9.999999181
3/2/85,4.1,-4.13022E-05,1.999987581,3.99999355,5.999995849,7.999997008,8.999997806,9.999998303,9.999998701,9.999998973,9.999999168
3/3/85,-5.6,-4.10162E-05,1.999987618,3.999993551,5.999995841,7.999996997,8.999997797,9.999998294,9.999998694,9.999998968,9.999999164
3/4/85,-10.1,-4.14069E-05,1.999987485,3.999993477,5.99999579,7.99999696,8.999997768,9.999998272,9.999998677,9.999998955,9.999999153
3/5/85,-6.4,-4.21115E-05,1.999987274,3.999993367,5.99999572,7.999996909,8.999997731,9.999998244,9.999998655,9.999998937,9.999999139
3/6/85,-8.6,-4.2558E-05,1.999987128,3.999993287,5.999995666,7.999996869,8.999997702,9.99999822,9.999998637,9.999998923,9.999999128
3/7/85,-12.9,-4.3158E-05,1.999986943,3.999993189,5.999995602,7.999996823,8.999997667,9.999998194,9.999998617,9.999998907,9.999999115
3/8/85,-7.2,-4.4058E-05,1.999986683,3.999993058,5.99999552,7.999996764,8.999997625,9.999998161,9.999998592,9.999998888,9.999999099
3/9/85,-0.6,-4.45603E-05,1.999986523,3.999992971,5.999995462,7.999996722,8.999997594,9.999998137,9.999998573,9.999998873,9.999999087
3/10/85,-2.3,-4.46022E-05,1.999986477,3.999992936,5.999995433,7.999996698,8.999997575,9.999998122,9.999998562,9.999998864,9.99999908
3/11/85,0.2,-4.47627E-05,1.999986402,3.999992887,5.999995397,7.999996669,8.999997553,9.999998104,9.999998548,9.999998853,9.999999071
3/12/85,4.6,-4.47487E-05,1.999986371,3.999992857,5.999995372,7.999996647,8.999997536,9.99999809,9.999998538,9.999998845,9.999999064
3/13/85,1.1,-4.44278E-05,1.999986416,3.999992862,5.999995366,7.999996638,8.999997528,9.999998082,9.999998532,9.99999884,9.99999906
3/14/85,-0.6,-4.4351E-05,1.999986401,3.99999284,5.999995344,7.999996619,8.999997512,9.99999807,9.999998522,9.999998832,9.999999054
3/15/85,-2.3,-4.43929E-05,1.999986355,3.999992804,5.999995316,7.999996595,8.999997494,9.999998055,9.999998511,9.999998823,9.999999047
3/16/85,-9.9,-4.45533E-05,1.99998628,3.999992755,5.999995279,7.999996566,8.999997472,9.999998037,9.999998497,9.999998813,9.999999038
3/17/85,-4.7,-4.5244E-05,1.999986073,3.999992647,5.99999521,7.999996516,8.999997435,9.999998009,9.999998475,9.999998795,9.999999024
3/18/85,-8.4,-4.55719E-05,1.999985956,3.99999258,5.999995163,7.99999648,8.999997409,9.999997988,9.999998459,9.999998783,9.999999014
3/19/85,-12.8,-4.6158E-05,1.999985774,3.999992484,5.999995101,7.999996435,8.999997375,9.999997962,9.999998439,9.999998767,9.999999001
3/20/85,-4.9,-4.7051E-05,1.999985516,3.999992353,5.999995019,7.999996377,8.999997333,9.999997929,9.999998415,9.999998747,9.999998985
3/21/85,-2.6,-4.73929E-05,1.999985396,3.999992284,5.999994971,7.999996341,8.999997306,9.999997908,9.999998398,9.999998734,9.999998975
3/22/85,-9.5,-4.75743E-05,1.999985316,3.999992233,5.999994934,7.999996311,8.999997283,9.99999789,9.999998385,9.999998724,9.999998966
3/23/85,-1.7,-4.8237E-05,1.999985115,3.999992129,5.999994866,7.999996262,8.999997247,9.999997862,9.999998363,9.999998707,9.999998953
3/24/85,2.6,-4.83556E-05,1.999985051,3.999992084,5.999994832,7.999996235,8.999997227,9.999997846,9.999998351,9.999998697,9.999998944
3/25/85,-2.6,-4.81742E-05,1.999985061,3.999992074,5.999994818,7.99999622,8.999997214,9.999997835,9.999998342,9.99999869,9.999998939
3/26/85,-5.6,-4.83556E-05,1.999984981,3.999992022,5.99999478,7.99999619,8.999997192,9.999997817,9.999998329,9.99999868,9.99999893
3/27/85,-1,-4.87463E-05,1.999984848,3.999991948,5.99999473,7.999996152,8.999997163,9.999997795,9.999998312,9.999998666,9.99999892
3/28/85,8.6,-4.88161E-05,1.999984796,3.999991909,5.999994699,7.999996127,8.999997144,9.999997779,9.9999983,9.999998657,9.999998912
3/29/85,5.9,-4.82161E-05,1.999984911,3.999991945,5.99999471,7.999996129,8.999997143,9.999997777,9.999998298,9.999998655,9.999998911
3/30/85,3.5,-4.78045E-05,1.999984979,3.99999196,5.99999471,7.999996123,8.999997137,9.999997771,9.999998294,9.999998652,9.999998908
3/31/85,-0.7,-4.75603E-05,1.999985005,3.999991956,5.999994699,7.999996111,8.999997127,9.999997762,9.999998287,9.999998646,9.999998903
4/1/85,-0.7,-4.76091E-05,1.999984958,3.999991919,5.99999467,7.999996086,8.999997108,9.999997747,9.999998275,9.999998637,9.999998896
4/2/85,-0.9,-4.76579E-05,1.999984911,3.999991883,5.999994641,7.999996062,8.999997089,9.999997732,9.999998263,9.999998628,9.999998889
4/3/85,-4.1,-4.77207E-05,1.99998486,3.999991845,5.99999461,7.999996037,8.99999707,9.999997716,9.999998251,9.999998618,9.999998881
4/4/85,-1.4,-4.80068E-05,1.999984754,3.999991782,5.999994566,7.999996003,8.999997044,9.999997696,9.999998236,9.999998606,9.999998871
4/5/85,2.2,-4.81044E-05,1.999984695,3.99999174,5.999994534,7.999995977,8.999997024,9.99999768,9.999998224,9.999998596,9.999998863
4/6/85,9.1,-4.7951E-05,1.999984698,3.999991726,5.999994518,7.999995961,8.999997011,9.999997669,9.999998215,9.99999859,9.999998858
4/7/85,4.7,-4.73161E-05,1.999984822,3.999991766,5.999994531,7.999995964,8.999997011,9.999997667,9.999998214,9.999998589,9.999998857
4/8/85,0.1,-4.69882E-05,1.999984869,3.999991771,5.999994525,7.999995955,8.999997003,9.99999766,9.999998208,9.999998584,9.999998853
4/9/85,-2.7,-4.69812E-05,1.999984836,3.999991741,5.9999945,7.999995933,8.999996986,9.999997646,9.999998198,9.999998576,9.999998846
4/10/85,-6.4,-4.71695E-05,1.999984754,3.999991689,5.999994462,7.999995903,8.999996963,9.999997628,9.999998184,9.999998565,9.999998838
4/11/85,-0.9,-4.76161E-05,1.999984608,3.999991609,5.999994408,7.999995863,8.999996933,9.999997604,9.999998166,9.999998551,9.999998826
4/12/85,-1.2,-4.76788E-05,1.999984557,3.999991571,5.999994378,7.999995838,8.999996914,9.999997589,9.999998154,9.999998541,9.999998819
4/13/85,1.1,-4.77626E-05,1.999984501,3.99999153,5.999994346,7.999995812,8.999996894,9.999997573,9.999998142,9.999998532,9.999998811
4/14/85,3.6,-4.76858E-05,1.999984485,3.999991508,5.999994325,7.999995793,8.999996879,9.99999756,9.999998132,9.999998524,9.999998805
4/15/85,7.7,-4.74346E-05,1.999984513,3.999991505,5.999994314,7.999995781,8.999996868,9.999997551,9.999998125,9.999998519,9.9999988
4/16/85,10.7,-4.68974E-05,1.999984613,3.999991533,5.999994322,7.99999578,8.999996866,9.999997548,9.999998123,9.999998517,9.999998798
4/17/85,5.7,-4.61509E-05,1.999984765,3.999991585,5.999994342,7.999995787,8.999996869,9.999997549,9.999998123,9.999998517,9.999998799
4/18/85,-1.5,-4.57532E-05,1.999984829,3.999991598,5.999994341,7.999995781,8.999996863,9.999997543,9.999998119,9.999998514,9.999998796
4/19/85,3.1,-4.58579E-05,1.999984768,3.999991556,5.999994308,7.999995755,8.999996842,9.999997526,9.999998106,9.999998504,9.999998788
4/20/85,6.6,-4.56416E-05,1.999984787,3.999991549,5.999994296,7.999995741,8.999996831,9.999997517,9.999998099,9.999998498,9.999998783
4/21/85,11.3,-4.51811E-05,1.999984867,3.999991569,5.999994298,7.999995737,8.999996826,9.999997512,9.999998095,9.999998495,9.999998781
4/22/85,15.6,-4.43928E-05,1.99998503,3.999991626,5.999994321,7.999995746,8.999996831,9.999997514,9.999998096,9.999998496,9.999998782
4/23/85,15.4,-4.33044E-05,1.999985267,3.999991716,5.999994363,7.999995767,8.999996844,9.999997522,9.999998102,9.999998501,9.999998786
4/24/85,14.6,-4.223E-05,1.999985501,3.999991804,5.999994404,7.999995788,8.999996856,9.999997529,9.999998108,9.999998505,9.999998789
4/25/85,11.1,-4.12114E-05,1.99998572,3.999991886,5.999994442,7.999995806,8.999996867,9.999997536,9.999998113,9.999998509,9.999998793
4/26/85,10,-4.04369E-05,1.999985879,3.999991941,5.999994464,7.999995815,8.999996871,9.999997537,9.999998115,9.99999851,9.999998793
4/27/85,8.6,-3.97393E-05,1.999986019,3.999991988,5.999994481,7.999995821,8.999996873,9.999997537,9.999998115,9.99999851,9.999998793
4/28/85,5.8,-3.91393E-05,1.999986134,3.999992023,5.999994493,7.999995822,8.999996872,9.999997535,9.999998113,9.999998509,9.999998792
4/29/85,4.1,-3.87346E-05,1.9999862,3.999992037,5.999994492,7.999995816,8.999996866,9.999997529,9.999998108,9.999998505,9.999998789
4/30/85,7.6,-3.84486E-05,1.999986237,3.999992038,5.999994484,7.999995805,8.999996856,9.999997521,9.999998102,9.9999985,9.999998785
5/1/85,13.2,-3.79183E-05,1.999986334,3.999992066,5.999994491,7.999995804,8.999996854,9.999997518,9.999998099,9.999998498,9.999998784
5/2/85,6.4,-3.69974E-05,1.99998653,3.999992137,5.999994522,7.999995819,8.999996862,9.999997522,9.999998103,9.999998501,9.999998786
5/3/85,8.6,-3.65509E-05,1.999986606,3.999992156,5.999994524,7.999995814,8.999996857,9.999997517,9.999998099,9.999998498,9.999998783
5/4/85,5.1,-3.59509E-05,1.999986722,3.999992191,5.999994535,7.999995816,8.999996856,9.999997515,9.999998097,9.999998497,9.999998782
5/5/85,8.3,-3.55951E-05,1.999986776,3.9999922,5.999994531,7.999995808,8.999996848,9.999997508,9.999998092,9.999998493,9.999998779
5/6/85,9.5,-3.5016E-05,1.999986885,3.999992233,5.999994541,7.999995809,8.999996847,9.999997506,9.99999809,9.999998491,9.999998778
5/7/85,8.7,-3.43532E-05,1.999987016,3.999992276,5.999994556,7.999995813,8.999996848,9.999997505,9.99999809,9.999998491,9.999998777
5/8/85,5.8,-3.37462E-05,1.999987133,3.999992312,5.999994568,7.999995815,8.999996847,9.999997503,9.999998088,9.999998489,9.999998776
5/9/85,1.6,-3.33416E-05,1.999987199,3.999992326,5.999994567,7.999995809,8.999996841,9.999997497,9.999998084,9.999998486,9.999998774
5/10/85,10.1,-3.32299E-05,1.999987192,3.999992308,5.999994548,7.999995791,8.999996827,9.999997485,9.999998075,9.999998479,9.999998768
5/11/85,17,-3.25253E-05,1.999987334,3.999992355,5.999994566,7.999995797,8.999996829,9.999997485,9.999998075,9.999998479,9.999998768
5/12/85,18.6,-3.13392E-05,1.999987595,3.999992456,5.999994614,7.999995822,8.999996845,9.999997495,9.999998082,9.999998485,9.999998773
5/13/85,19.3,-3.00415E-05,1.999987885,3.999992569,5.999994669,7.999995851,8.999996863,9.999997507,9.999998092,9.999998492,9.999998779
5/14/85,15.7,-2.8695E-05,1.999988187,3.999992688,5.999994727,7.999995883,8.999996883,9.999997521,9.999998102,9.9999985,9.999998785
5/15/85,12.3,-2.75997E-05,1.999988426,3.999992778,5.999994769,7.999995904,8.999996896,9.999997529,9.999998108,9.999998505,9.999998789
5/16/85,15,-2.67415E-05,1.999988605,3.999992843,5.999994797,7.999995916,8.999996903,9.999997532,9.999998111,9.999998507,9.999998791
5/17/85,12.8,-2.5695E-05,1.999988832,3.999992928,5.999994836,7.999995936,8.999996914,9.999997539,9.999998116,9.999998511,9.999998794
5/18/85,11.5,-2.4802E-05,1.99998902,3.999992996,5.999994866,7.999995949,8.999996922,9.999997543,9.999998119,9.999998514,9.999998796
5/19/85,6.6,-2.39997E-05,1.999989186,3.999993054,5.99999489,7.999995959,8.999996926,9.999997545,9.999998121,9.999998515,9.999998797
5/20/85,8.1,-2.35392E-05,1.999989266,3.999993074,5.999994892,7.999995955,8.999996922,9.99999754,9.999998117,9.999998512,9.999998795
5/21/85,16.3,-2.29741E-05,1.999989373,3.999993106,5.999994901,7.999995955,8.99999692,9.999997538,9.999998115,9.999998511,9.999998794
5/22/85,10.5,-2.18369E-05,1.999989622,3.999993202,5.999994946,7.999995979,8.999996934,9.999997547,9.999998122,9.999998516,9.999998798
5/23/85,10,-2.11043E-05,1.99998977,3.999993252,5.999994966,7.999995986,8.999996937,9.999997547,9.999998122,9.999998516,9.999998798
5/24/85,12.3,-2.04066E-05,1.99998991,3.999993298,5.999994983,7.999995991,8.999996939,9.999997547,9.999998122,9.999998516,9.999998798
5/25/85,13.3,-1.95485E-05,1.99999009,3.999993363,5.999995011,7.999996003,8.999996945,9.999997551,9.999998125,9.999998518,9.9999988
5/26/85,15.8,-1.86206E-05,1.999990287,3.999993435,5.999995043,7.999996018,8.999996954,9.999997555,9.999998128,9.999998521,9.999998802
5/27/85,13.8,-1.75183E-05,1.999990527,3.999993526,5.999995085,7.99999604,8.999996967,9.999997564,9.999998135,9.999998526,9.999998806
5/28/85,13.4,-1.65555E-05,1.999990733,3.999993602,5.999995119,7.999996056,8.999996976,9.999997569,9.999998139,9.999998529,9.999998809
5/29/85,9.4,-1.56206E-05,1.999990932,3.999993675,5.999995152,7.999996071,8.999996985,9.999997574,9.999998143,9.999998532,9.999998811
5/30/85,11.2,-1.49648E-05,1.999991061,3.999993717,5.999995166,7.999996075,8.999996985,9.999997573,9.999998142,9.999998532,9.999998811
5/31/85,15.5,-1.41834E-05,1.999991222,3.999993773,5.999995189,7.999996084,8.99999699,9.999997575,9.999998143,9.999998533,9.999998812
6/1/85,15.9,-1.3102E-05,1.999991457,3.999993862,5.999995231,7.999996105,8.999997002,9.999997583,9.999998149,9.999998538,9.999998815
6/2/85,9.2,-1.19927E-05,1.999991699,3.999993954,5.999995274,7.999996127,8.999997016,9.999997591,9.999998156,9.999998543,9.99999882
6/3/85,15.9,-1.13508E-05,1.999991825,3.999993995,5.999995288,7.99999613,8.999997016,9.99999759,9.999998155,9.999998542,9.999998819
6/4/85,11.1,-1.02415E-05,1.999992067,3.999994087,5.999995331,7.999996152,8.999997029,9.999997598,9.999998161,9.999998547,9.999998823
6/5/85,13.6,-9.46709E-06,1.999992226,3.999994142,5.999995353,7.999996161,8.999997034,9.9999976,9.999998162,9.999998548,9.999998824
6/6/85,12.5,-8.51826E-06,1.999992429,3.999994216,5.999995386,7.999996176,8.999997042,9.999997605,9.999998166,9.999998551,9.999998826
6/7/85,8.3,-7.64616E-06,1.999992612,3.999994282,5.999995415,7.999996189,8.999997049,9.999997609,9.999998169,9.999998553,9.999998828
6/8/85,13.8,-7.06709E-06,1.999992722,3.999994316,5.999995425,7.99999619,8.999997048,9.999997606,9.999998167,9.999998552,9.999998827
6/9/85,14.3,-6.1043E-06,1.999992927,3.999994391,5.999995459,7.999996206,8.999997057,9.999997612,9.999998171,9.999998555,9.99999883
6/10/85,16.2,-5.10663E-06,1.999993142,3.999994471,5.999995495,7.999996224,8.999997067,9.999997618,9.999998176,9.999998559,9.999998833
6/11/85,11.5,-3.97639E-06,1.99999339,3.999994566,5.999995539,7.999996247,8.999997081,9.999997626,9.999998183,9.999998564,9.999998837
6/12/85,12.3,-3.17407E-06,1.999993555,3.999994624,5.999995563,7.999996256,8.999997086,9.999997629,9.999998184,9.999998565,9.999998838
6/13/85,9.5,-2.31593E-06,1.999993735,3.999994688,5.999995591,7.999996268,8.999997093,9.999997632,9.999998187,9.999998567,9.99999884
6/14/85,7.5,-1.65314E-06,1.999993866,3.999994731,5.999995606,7.999996272,8.999997094,9.999997631,9.999998186,9.999998567,9.999998839
6/15/85,7.4,-1.12988E-06,1.999993962,3.999994758,5.999995613,7.999996271,8.999997091,9.999997628,9.999998184,9.999998565,9.999998838
6/16/85,13.7,-6.13601E-07,1.999994056,3.999994785,5.999995619,7.999996269,8.999997088,9.999997624,9.999998181,9.999998563,9.999998836
6/17/85,14.2,3.42213E-07,1.99999426,3.99999486,5.999995652,7.999996285,8.999997097,9.999997629,9.999998185,9.999998566,9.999998838
6/18/85,16.2,1.33291E-06,1.999994473,3.999994939,5.999995688,7.999996303,8.999997107,9.999997635,9.999998189,9.999998569,9.999998841
6/19/85,15.2,2.46314E-06,1.99999472,3.999995033,5.999995732,7.999996325,8.999997121,9.999997644,9.999998196,9.999998575,9.999998846
6/20/85,13.5,3.52361E-06,1.999994951,3.99999512,5.999995773,7.999996346,8.999997133,9.999997651,9.999998202,9.999998579,9.999998849
6/21/85,13.3,4.46547E-06,1.999995151,3.999995194,5.999995805,7.999996361,8.999997141,9.999997656,9.999998206,9.999998582,9.999998852
6/22/85,13.6,5.39337E-06,1.999995348,3.999995266,5.999995837,7.999996376,8.99999715,9.999997661,9.999998209,9.999998585,9.999998854
6/23/85,18.6,6.34221E-06,1.999995551,3.99999534,5.99999587,7.999996391,8.999997159,9.999997666,9.999998213,9.999998588,9.999998856
6/24/85,19.7,7.63989E-06,1.99999584,3.999995453,5.999995925,7.999996421,8.999997177,9.999997678,9.999998223,9.999998596,9.999998862
6/25/85,12.9,9.0143E-06,1.999996149,3.999995575,5.999995985,7.999996454,8.999997198,9.999997692,9.999998233,9.999998604,9.999998869
6/26/85,10,9.9143E-06,1.999996339,3.999995644,5.999996015,7.999996467,8.999997206,9.999997696,9.999998236,9.999998606,9.999998871
6/27/85,10.7,1.0612E-05,1.999996479,3.999995691,5.999996032,7.999996473,8.999997208,9.999997696,9.999998236,9.999998606,9.999998871
6/28/85,14.2,1.13585E-05,1.99999663,3.999995743,5.999996053,7.99999648,8.999997211,9.999997697,9.999998237,9.999998607,9.999998872
6/29/85,13.7,1.23492E-05,1.999996843,3.999995822,5.999996089,7.999996498,8.999997221,9.999997703,9.999998242,9.999998611,9.999998875
6/30/85,13.4,1.3305E-05,1.999997047,3.999995897,5.999996122,7.999996514,8.99999723,9.999997709,9.999998246,9.999998614,9.999998877
7/1/85,16.3,1.42399E-05,1.999997246,3.99999597,5.999996155,7.999996529,8.999997239,9.999997713,9.999998249,9.999998617,9.99999888
7/2/85,19.1,1.53771E-05,1.999997495,3.999996065,5.999996199,7.999996552,8.999997253,9.999997722,9.999998256,9.999998622,9.999998884
7/3/85,17.7,1.67096E-05,1.999997794,3.999996182,5.999996257,7.999996583,8.999997272,9.999997735,9.999998266,9.99999863,9.99999889
7/4/85,15.8,1.79445E-05,1.999998067,3.999996288,5.999996308,7.99999661,8.999997289,9.999997746,9.999998275,9.999998637,9.999998896
