"Summit"|"17690873"|"7002607"
"Shoulder"|"17690873"|"7002608"
"Backslope"|"17690873"|"7002609"
"Backslope"|"17690874"|"7002610"
"Shoulder"|"17690874"|"7002611"
"Footslope"|"17690819"|"7002612"
"Backslope"|"17690869"|"7002614"
"Backslope"|"17690870"|"7002615"
"Footslope"|"17690836"|"7002616"
"Backslope"|"17690871"|"7002617"
"Backslope"|"17690860"|"7002618"
"Backslope"|"17690821"|"7002619"
"Backslope"|"17690861"|"7002620"
"Backslope"|"17690862"|"7002621"
"Shoulder"|"17690862"|"7002622"
"Backslope"|"17690863"|"7002623"
"Footslope"|"17690863"|"7002624"
"Footslope"|"17690837"|"7002625"
"Summit"|"17690837"|"7002626"
"Toeslope"|"17690864"|"7002627"
"Backslope"|"17690865"|"7002628"
"Summit"|"17690865"|"7002629"
"Shoulder"|"17690865"|"7002630"
"Backslope"|"17690854"|"7002631"
"Shoulder"|"17690854"|"7002632"
"Footslope"|"17690855"|"7002633"
"Backslope"|"17690855"|"7002634"
"Footslope"|"17690822"|"7002635"
"Summit"|"17690944"|"7002465"
"Footslope"|"17690945"|"7002466"
"Summit"|"17690945"|"7002467"
"Shoulder"|"17690932"|"7002479"
"Shoulder"|"17690933"|"7002480"
"Backslope"|"17690934"|"7002481"
"Backslope"|"17690935"|"7002482"
"Backslope"|"17690936"|"7002483"
"Backslope"|"17690937"|"7002484"
"Shoulder"|"17690926"|"7002485"
"Footslope"|"17690927"|"7002486"
"Summit"|"17690927"|"7002487"
"Shoulder"|"17690928"|"7002488"
"Shoulder"|"17690929"|"7002489"
"Toeslope"|"17690666"|"7002664"
"Shoulder"|"17690930"|"7002490"
"Shoulder"|"17690931"|"7002491"
"Shoulder"|"17690920"|"7002492"
"Backslope"|"17690921"|"7002493"
"Backslope"|"17690922"|"7002494"
"Backslope"|"17690923"|"7002495"
"Backslope"|"17690924"|"7002496"
"Backslope"|"17690925"|"7002497"
"Backslope"|"17690914"|"7002498"
"Shoulder"|"17690915"|"7002499"
"Shoulder"|"17690916"|"7002500"
"Footslope"|"17690917"|"7002501"
"Summit"|"17690917"|"7002502"
"Backslope"|"17690918"|"7002503"
"Backslope"|"17690919"|"7002504"
"Backslope"|"17690908"|"7002505"
"Backslope"|"17690909"|"7002506"
"Shoulder"|"17690910"|"7002507"
"Footslope"|"17690911"|"7002508"
"Summit"|"17690911"|"7002509"
"Backslope"|"17690912"|"7002510"
"Footslope"|"17690913"|"7002511"
"Footslope"|"17690902"|"7002512"
"Summit"|"17690902"|"7002513"
"Toeslope"|"17690695"|"7002665"
"Toeslope"|"17690696"|"7002666"
"Toeslope"|"17690697"|"7002667"
"Shoulder"|"17690903"|"7002514"
"Shoulder"|"17690904"|"7002515"
"Backslope"|"17690905"|"7002516"
"Backslope"|"17690906"|"7002517"
"Backslope"|"17690907"|"7002518"
"Backslope"|"17690896"|"7002519"
"Shoulder"|"17690897"|"7002520"
"Toeslope"|"17690698"|"7002668"
"Shoulder"|"17690898"|"7002521"
"Shoulder"|"17690901"|"7002524"
"Shoulder"|"17690890"|"7002525"
"Backslope"|"17690891"|"7002526"
"Backslope"|"17690892"|"7002527"
"Backslope"|"17690893"|"7002528"
"Backslope"|"17690894"|"7002529"
"Backslope"|"17690895"|"7002530"
"Backslope"|"17690884"|"7002531"
"Shoulder"|"17690889"|"7002536"
"Shoulder"|"17690878"|"7002537"
"Backslope"|"17690879"|"7002538"
"Backslope"|"17690880"|"7002539"
"Backslope"|"17690881"|"7002540"
"Backslope"|"17690882"|"7002541"
